CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,VIN,MODELYR,WMI,ManufacturerFullName,ManufacturerCommonName,ManufacturerParent,Make,Model,ModelYear,VehicleType,Series,Trim,Series2,Trim2,BodyClass,DoorsCount,EngineModel,DisplacementCC,TransmissionStyle,PlantCity,PlantState,PlantCountry,AdaptiveCruiseControl,ElectronicStabilityControl,ForwardCollisionWarning,LaneDepartureWarning,AntilockBrakeSystem,AutomaticEmergencyBraking,BlindSpotMonitoring,LaneKeepSystem,RearVisibilityCamera,DriverAssist,AdaptiveHeadlights,ParkAssist,VINDecodedOn,ManufacturerId,PlantCompanyName,WheelBaseType,TrackWidth,GrossVehicleWeightRating,CurbWeightLB,WheelBaseIN,WheelBaseUpToIN,WheelsCount,TruckBedType,TruckBedLengthIN,TrailerTypeConnection,TrailerLengthFT,BusFloorConfigurationType,MotorcycleSuspensionType,MotorcycleChassisType,SeatsCount,SeatRowsCount,TransmissionSpeeds,DriveType,AxlesCount,AxleConfiguration,BrakeSystemType,BatteryPacksPerVehicle,BatteryModulesPerPack,BatteryCellsPerModule,BatteryType,ChargerLevel,ChargerPowerKW,EngineManufacturer,EngineStrokeCycles,EngineCylindersCount,EngineCoolingType,FuelTypePrimary,FuelTypeSecondary,FuelDeliveryInjectionType,EngineConfiguration,EnginePowerKW,EngineBrakeHP,EngineBrakeUpToHP,EngineValveTrainDesign,EngineElectrificationLevel,EngineTurbo,SeatBeltsType,Pretensioner,AirBagLocFront,AirBagLocKnee,AirBagLocSide,AirBagLocCurtain,AirBagLocSeatCushion,TractionControl,VINDecodeError,CustomMotorcycleType,TruckBodyCabType,TrailerBodyType,BusType,VehicleDescriptor,TPMS,CASEWGT,PSUSTRAT,VERSION
15329,21,110,1-21-2019-110-04,4,2,1GCHK291X4E1,2004,1GC,GENERAL MOTORS LLC,GM,,CHEVROLET,Silverado,2004,TRUCK,2500,3/4 Ton,,,Pickup,,LB7,6600.0,,PONTIAC,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:48:13.223,984,Gm Truck Group,,,"Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,Isuzu,,8,,Diesel,,,V-Shaped,,,,,,Yes,,,,,,,,,0,Not Applicable,Extra/Super/ Quad/Double/King/Extended,Not Applicable,Not Applicable,1GCHK291*4E******,,965.545153210743,11,4
15333,30,92,1-30-2019-092-06,6,3,1GKUCHE01AR1,2010,1GK,GENERAL MOTORS LLC,GM,,GMC,Yukon XL,2010,MULTIPURPOSE PASSENGER VEHICLE (MPV),1/2 ton,SLE1,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,LMG,5300.0,,ARLINGTON,TEXAS,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:49:41.270,984,GMNA,,,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,Hydraulic,,,,,,,GM,,8,,Flexible Fuel Vehicle (FFV),,Sequential Fuel Injection (SFI),V-Shaped,,,,Overhead Valve (OHV),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,0,Not Applicable,,Not Applicable,Not Applicable,1GKUCHE0*AR******,Direct,765.565980187732,10,4
15315,29,120,1-29-2019-120-03,3,2,1GNEVGKW3KJ2,2019,1GN,GENERAL MOTORS LLC,GM,,CHEVROLET,Traverse,2019,MULTIPURPOSE PASSENGER VEHICLE (MPV),LT Cloth AWD,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,"LFY - Spark Ignited Direct injection, ATSS, GEN 1",3600.0,,LANSING - DELTA TOWNSHIP,MICHIGAN,UNITED STATES (USA),,Standard,,,Standard,,Optional,,Standard,,,,22OCT2020:12:50:59.020,984,GMNA,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,120.90,,4,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,7,3,,AWD/All Wheel Drive,2,,Hydraulic,,,,,,,GM,,6,,Gasoline,,,V-Shaped,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,Standard,0,Not Applicable,,Not Applicable,Not Applicable,1GNEVGKW*KJ******,Direct,90.7139260135834,2,4
15220,29,115,1-29-2019-115-06,6,3,1GNSKCKC2JR1,2018,1GN,GENERAL MOTORS LLC,GM,,CHEVROLET,Tahoe,2018,MULTIPURPOSE PASSENGER VEHICLE (MPV),Premier,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,"L83 - Spark Ignited Direct Injection, Variable Valve Timing, AFM, E85 MAX, ALUM",5300.0,Automatic,ARLINGTON,TEXAS,UNITED STATES (USA),Optional,Standard,Standard,,Standard,Optional,,,Standard,,,,22OCT2020:12:51:44.397,984,GMNA,,,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,116.00,,4,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,7,3,6,4WD/4-Wheel Drive/4x4,2,,,,,,,,,GM,,8,,Gasoline,Ethanol (E85),,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,Standard,0,Not Applicable,,Not Applicable,Not Applicable,1GNSKCKC*JR******,Direct,182.844410786174,2,4
15313,29,118,1-29-2019-118-05,5,1,1HGCP2F49CA0,2012,1HG,"HONDA OF AMERICA MFG., INC.",Honda,"HONDA MOTOR CO., LTD",HONDA,Accord,2012,PASSENGER CAR,LX Premium,,,,Sedan/Saloon,4,K24Z2,2359.737216,Automatic,MARYSVILLE,OHIO,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:54:00.160,988,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,5,,,,,,,,,,,,,4,,Gasoline,,,In-Line,131.99,177.00,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1HGCP2F4*CA******,Direct,39.3083474251821,2,4
15330,21,111,1-21-2019-111-03,3,2,1HGCR2F38HA1,2017,1HG,"HONDA OF AMERICA MFG., INC.",Honda,"HONDA MOTOR CO., LTD",HONDA,Accord,2017,PASSENGER CAR,LX,,,,Sedan/Saloon,4,K24W1,2356,Continuously Variable Transmission (CVT),MARYSVILLE,OHIO,UNITED STATES (USA),,Standard,,,Standard,,,,Standard,,,,22OCT2020:12:54:22.740,988,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,109.30,,4,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,5,2,,4x2,2,,,,,,,,,Honda,,4,Water,Gasoline,,,In-Line,137.95,185.00,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,Standard,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1HGCR2F3*HA******,Indirect,275.662837896535,11,4
15297,28,58,1-28-2019-058-09,9,1,1HGEG8643NL0,1992,1HG,"HONDA OF AMERICA MFG., INC.",Honda,"HONDA MOTOR CO., LTD",HONDA,Civic,1992,PASSENGER CAR,,CX/DX,,,Sedan/Saloon,4,D15B7,1493,Automatic,EAST LIBERTY,OHIO,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:55:07.363,988,,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,4,,,,,,,,,,,Honda,,4,,Gasoline,,Multipoint Fuel Injection (MPFI),In-Line,76.06,102.00,,Single Overhead Cam (SOHC),,,Automatic,,Driver Seat Only,,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1HGEG864*NL******,,131.66969006346,3,4
15311,26,131,1-26-2019-131-09,9,1,1J4GL38KX4W2,2004,1J4,FCA US LLC,Chrysler,,JEEP,Liberty,2004,MULTIPURPOSE PASSENGER VEHICLE (MPV),KJ,Renegade,M (Medium),,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,3700.0,,TOLEDO,OHIO,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:55:51.707,994,Toledo North Assembly,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,,,6,,Gasoline,,,V-Shaped,,,,,,,,,,,,,,,0,Not Applicable,,Not Applicable,Not Applicable,1J4GL38K*4W******,,2288.69984188496,10,4
15315,29,120,1-29-2019-120-03,3,1,1J4GR48K25C6,2005,1J4,FCA US LLC,Chrysler,,JEEP,Grand Cherokee,2005,MULTIPURPOSE PASSENGER VEHICLE (MPV),,Laredo,H (High Line),,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,3700.0,,DETROIT,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:55:56.800,994,Jefferson North Assembly,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,,,6,,Gasoline,,,V-Shaped,,,,,,,,,,,,,,,0,Not Applicable,,Not Applicable,Not Applicable,1J4GR48K*5C******,,90.7139260135834,2,4
15325,13,78,1-13-2019-078-06,6,2,1J4GX48S34C2,2004,1J4,FCA US LLC,Chrysler,,JEEP,Grand Cherokee,2004,MULTIPURPOSE PASSENGER VEHICLE (MPV),WJ,Laredo,H (High Line),,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,4000,,DETROIT,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:56:01.317,994,Jefferson North Assembly,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,Hydraulic,,,,,,,,,6,,Gasoline,,,In-Line,,,,,,,,,,,,,,,0,Not Applicable,,Not Applicable,Not Applicable,1J4GX48S*4C******,,1825.98545411489,7,4
15314,29,119,1-29-2019-119-06,6,1,1J4RR4GG6BC6,2011,1J4,FCA US LLC,Chrysler,,JEEP,Grand Cherokee,2011,MULTIPURPOSE PASSENGER VEHICLE (MPV),WK,Laredo,H (High Line),,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,ERB,3600.0,,,,,,,,,,,,,,,,,22OCT2020:12:56:09.893,994,Jefferson North Assembly,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,,,6,,Gasoline,,,,,,,,,No,Manual,Yes,1st Row (Driver & Passenger),,All Rows,,,,0,Not Applicable,,Not Applicable,Not Applicable,1J4RR4GG*BC******,Direct,112.062428506943,2,4
15327,15,71,1-15-2019-071-03,3,1,1J8GR48K48C2,2008,1J8,FCA US LLC,Chrysler,,JEEP,Grand Cherokee,2008,MULTIPURPOSE PASSENGER VEHICLE (MPV),WK,Laredo/Rocky Mountain Edition,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,3700.0,,,,,,,,,,,,,,,,,22OCT2020:12:56:16.097,994,Jefferson North Assembly,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,,,6,,Gasoline,,,V-Shaped,,,,,,No,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,0,Not Applicable,,Not Applicable,Not Applicable,1J8GR48K*8C******,Direct,316.364865511741,1,4
15339,17,125,1-17-2019-125-04,4,2,1N4AA6AP2GC4,2016,1N4,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Maxima,2016,PASSENGER CAR,,,,,Sedan/Saloon,4,,3500.0,,SMYRNA,TENNESSEE,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:57:06.067,997,Nissan North America Inc.,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,,,Gasoline,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1N4AA6AP*GC******,Direct,351.134062291043,4,4
15316,22,82,1-22-2019-082-05,5,1,1N4AL3AP9EN3,2014,1N4,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Altima,2014,PASSENGER CAR,,,,,Sedan/Saloon,4,,2500.0,,,,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:57:56.613,997,Canton Plant,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,,,Gasoline,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1N4AL3AP*EN******,Direct,39.2833665464723,12,4
15283,24,119,1-24-2019-119-08,8,2,1N4BA41E18C8,2008,1N4,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Maxima,2008,PASSENGER CAR,,,,,Sedan/Saloon,4,VQ35DE,3500.0,,SMYRNA,TENNESSEE,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:58:02.143,997,Smyrna Plant,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,Nissan,,6,,Gasoline,,,V-Shaped,190.15,255.00,270.00,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1N4BA41E*8C******,Direct,479.247775178189,1,4
15325,13,78,1-13-2019-078-06,6,1,1N4BL2AP7CC1,2012,1N4,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Altima,2012,PASSENGER CAR,,,,,Sedan/Saloon,4,,3500.0,,SMYRNA,TENNESSEE,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:58:06.207,997,Smyrna Plant,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,6,,Gasoline,,,,190.15,255.00,270.00,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1N4BL2AP*CC******,Direct,1825.98545411489,7,4
15336,32,128,1-32-2019-128-10,10,2,1VWAT7A31FC0,2015,1VW,"VOLKSWAGEN GROUP OF AMERICA, INC.",Volkswagen,VOLKSWAGEN AG,VOLKSWAGEN,Passat,2015,PASSENGER CAR,S,,,,Sedan/Saloon,4,,1798.00,,CHATTANOOGA,TENNESSEE,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:58:37.940,1147,,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,Volkswagen,,4,,Gasoline,,,,126.77,170.00,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1VWAT7A3*FC******,Indirect,22176.1474139505,7,4
15301,14,57,1-14-2019-057-03,3,3,1VWDT7A3XHC0,2017,1VW,"VOLKSWAGEN GROUP OF AMERICA, INC.",Volkswagen,VOLKSWAGEN AG,VOLKSWAGEN,Passat,2017,PASSENGER CAR,1.8 TSI R-Line w/Comfort Pkg.,,,,Sedan/Saloon,4,,1800.0,Automatic,CHATTANOOGA,TENNESSEE,UNITED STATES (USA),Optional,Standard,Standard,Optional,Standard,Standard,Optional,Optional,Standard,,,Optional,22OCT2020:12:58:45.487,1147,,,,,,110.40,,4,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,5,2,6,FWD/Front Wheel Drive,2,,,,,,,,,VW,,4,,,,,,126.77,170.00,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,Standard,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1VWDT7A3*HC******,Indirect,2517.54988436488,8,4
15225,17,121,1-17-2019-121-05,5,2,1XKDDP8XXCJ2,2012,1XK,KENWORTH TRUCK COMPANY,Kenworth,PACCAR INC.,KENWORTH,T8 Series,2012,TRUCK,,,,,Truck-Tractor,,PACCAR MX/MX-13,12900.0,,CHILLICOTHE,OHIO,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:58:46.830,1032,,,,"Class 8: 33,001 lb and above (14,969 kg and above)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,6x4,,,Air,,,,,,,PACCAR,4,6,,Diesel,,,In-Line,302.01,405.00,510.00,,,,,,,,,,,,0,Not Applicable,,Not Applicable,Not Applicable,1XKDDP8X*CJ******,,63.6790843284297,4,4
15290,48,61,1-48-2019-061-07,7,1,2A4RR5D19AR3,2010,2A4,FCA CANADA INC.,Chrysler,FCA US LLC,CHRYSLER,Town and Country,2010,MULTIPURPOSE PASSENGER VEHICLE (MPV),RT,Touring,P (Premium),,Minivan,4,,3800.0,,,,,,,,,,,,,,,,,22OCT2020:12:59:09.317,995,Windsor Assembly,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,FWD/Front Wheel Drive,,,Hydraulic,,,,,,,,,6,,Gasoline,,,,,,,,,No,Manual,Yes,1st Row (Driver & Passenger),,All Rows,,,,0,Not Applicable,,Not Applicable,Not Applicable,2A4RR5D1*AR******,Direct,672.513684954277,12,4
15312,26,132,1-26-2019-132-05,5,1,2B3CL3CG1BH5,2011,2B3,FCA CANADA INC.,Chrysler,FCA US LLC,DODGE,Charger,2011,PASSENGER CAR,LD,SE,M (Medium),,Sedan/Saloon,4,ERB,3600.0,,,,,,,,,,,,,,,,,22OCT2020:12:59:15.863,995,Brampton Assembly,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,RWD/ Rear Wheel Drive,,,,,,,,,,,,6,,Gasoline,,,,,,,,,No,Manual,Yes,1st Row (Driver & Passenger),,All Rows,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2B3CL3CG*BH******,Direct,59.6415155829471,10,4
15309,23,33,1-23-2019-033-06,6,1,2C3CDXKT9JH1,2018,2C3,FCA CANADA INC.,Chrysler,FCA US LLC,DODGE,Charger,2018,PASSENGER CAR,LD,Police,,,Sedan/Saloon,4,,5700.0,,BRAMPTON,ONTARIO,CANADA,,,,,,,,,,,,,22OCT2020:13:00:06.830,995,Brampton Assembly,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,AWD/All Wheel Drive,,,,,,,,,,FCA,,8,,Gasoline,,,V-Shaped,275.91,370.00,,,,,Manual,,1st Row (Driver & Passenger),,All Rows,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2C3CDXKT*JH******,Direct,3519.08057087551,5,4
15291,16,76,1-16-2019-076-02,2,2,2C4RC1JG3GR2,2016,2C4,FCA CANADA INC.,Chrysler,FCA US LLC,CHRYSLER,Town and Country,2016,MULTIPURPOSE PASSENGER VEHICLE (MPV),RT,Limited,,,Minivan,4,,3600.0,,WINDSOR,ONTARIO,CANADA,,,,,,,,,,,,,22OCT2020:13:01:29.270,995,Windsor Assembly,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,FWD/Front Wheel Drive,,,Hydraulic,,,,,,,,,6,,Gasoline,,,,,,,,,No,Manual,,1st Row (Driver & Passenger),,All Rows,,,,0,Not Applicable,,Not Applicable,Not Applicable,2C4RC1JG*GR******,Direct,19.5600329236722,5,4
15305,66,65,1-66-2019-065-01,1,1,2D4GP44L55R3,2005,2D4,FCA CANADA INC.,Chrysler,FCA US LLC,DODGE,Caravan/Grand Caravan,2005,MULTIPURPOSE PASSENGER VEHICLE (MPV),RS,SXT,H (High Line),,Van,,,3800.0,,WINDSOR,ONTARIO,CANADA,,,,,,,,,,,,,22OCT2020:13:03:16.003,995,Windsor Assembly,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,FWD/Front Wheel Drive,,,Hydraulic,,,,,,,,,6,,Gasoline,,Multipoint Fuel Injection (MPFI),V-Shaped,,,,,,,,,,,,,,,0,Not Applicable,,Not Applicable,Not Applicable,2D4GP44L*5R******,,153.515868165854,6,4
15292,16,77,1-16-2019-077-09,9,2,2G1FC1EV1A91,2010,2G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Camaro,2010,PASSENGER CAR,LT2,,,,Coupe,2,LLT,3600.0,Automatic,OSHAWA #1,ONTARIO,CANADA,,,,,,,,,,,,,22OCT2020:13:03:50.580,984,GMNA,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,GM,,6,,Gasoline,,,V-Shaped,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2G1FC1EV*A9******,Direct,980.186639548496,5,4
15300,52,66,1-52-2019-066-03,3,1,2G1WB5EK9A11,2010,2G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Impala,2010,PASSENGER CAR,LT,,,,Sedan/Saloon,4,LZE,3500.0,,RUESSELSHEIM,HESSE,GERMANY,,,,,,,,,,,,,22OCT2020:13:03:58.207,984,OPEL,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,GM,,6,,Flexible Fuel Vehicle (FFV),,Sequential Fuel Injection (SFI),V-Shaped,,,,Overhead Valve (OHV),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2G1WB5EK*A1******,Direct,81.5496209242555,12,4
15304,66,64,1-66-2019-064-09,9,1,2G1WX12K2Y93,2000,2G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Monte Carlo,2000,PASSENGER CAR,SS,,,,Coupe,2,L36,3800.0,,OSHAWA #1,ONTARIO,CANADA,,,,,,,,,,,,,22OCT2020:13:04:15.597,984,NA-GM Corp,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,GMPTG Flint,,6,,,,Sequential Fuel Injection (SFI),V-Shaped,,,,Overhead Valve (OHV),,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2G1WX12K*Y9******,,1010.92116366829,6,4
15330,21,111,1-21-2019-111-03,3,1,2GTEC13T2511,2005,2GT,GENERAL MOTORS LLC,GM,,GMC,Sierra,2005,TRUCK,,1500 (1/2 ton),,,Pickup,4,LM7,5300.0,,OSHAWA TRUCK,ONTARIO,CANADA,,,,,,,,,,,,,22OCT2020:13:07:54.423,984,NA-Canada - Truck,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,Hydraulic,,,,,,,,,8,,,,Multipoint Fuel Injection (MPFI),V-Shaped,,,,,,,,,,,,,,,0,Not Applicable,Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,2GTEC13T*51******,,275.662837896535,11,4
15287,73,72,1-73-2019-072-06,6,2,2GTEK13T0414,2004,2GT,GENERAL MOTORS LLC,GM,,GMC,Sierra,2004,TRUCK,,1500 (1/2 ton),,,Pickup,4,LM7 Iron,5300.0,,OSHAWA TRUCK,ONTARIO,CANADA,,,,,,,,,,,,,22OCT2020:13:07:58.720,984,NA-Canada - Truck,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,,,8,,Gasoline,,Multipoint Fuel Injection (MPFI),V-Shaped,,,,,,,,,,,,,,,0,Not Applicable,Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,2GTEK13T*41******,,35.0393284416094,3,4
15300,52,66,1-52-2019-066-03,3,2,2LMTJ8LR1GBL,2016,2LM,"FORD MOTOR COMPANY OF CANADA, LTD.",Ford,"FORD MOTOR COMPANY, USA",LINCOLN,MKX,2016,MULTIPURPOSE PASSENGER VEHICLE (MPV),Reserve,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,3700.0,,OAKVILLE,ONTARIO,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:13:09:25.080,977,Oakville Assembly,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,AWD/All Wheel Drive,,,Hydraulic,,,,,,,Ford,,,,Gasoline,,,V-Shaped,227.44,305.00,,,,,Manual,,1st Row (Driver & Passenger),,1st & 2nd Rows,,,,0,Not Applicable,,Not Applicable,Not Applicable,2LMTJ8LR*GB******,Direct,81.5496209242555,12,4
15327,15,71,1-15-2019-071-03,3,2,2T1BURHE8GC7,2016,2T1,TOYOTA MOTOR MANUFACTURING CANADA,Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,Corolla,2016,PASSENGER CAR,ZRE172L,L/LE,,,Sedan/Saloon,4,2ZR-FE,1798,,CAMBRIDGE,ONTARIO,CANADA,,Standard,,,Standard,Standard,,,Standard,,,,22OCT2020:13:09:45.000,1085,"Toyota Motor Manufacturing, Inc.",,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,Toyota,4,4,,Gasoline,,Multipoint Fuel Injection (MPFI),In-Line,98.43,132.00,148.00,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),Driver Seat Only,1st Row (Driver & Passenger),All Rows,Passenger Seat Only,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2T1BURHE*GC******,Direct,316.364865511741,1,4
